place_id,name,phone,address,website,rating,review_count,latitude,longitude,business_status,types,price_level,search_term,search_location,collected_date,city_searched,city_priority,phone_clean,city_extracted,data_quality_score
ChIJ5SAZdzBBNoYRtNFhDV2MJFc,Eco Pro Tree and Hauling,(903) 704-6306,"3793 Rupe Huffman Rd, Longview, TX 75605, USA",http://www.facebook.com/ecoprotrees,5.0,15,32.5481154,-94.6756906,OPERATIONAL,"point_of_interest, establishment",,tree service,"Longview, TX",2025-08-19 22:03:07,"Longview, TX",1,9037046306,Longview,6
ChIJixxq-KE-NoYRhSiNVSJSXZw,All American tree care,(903) 746-6001,"219 Ruby St, Longview, TX 75604, USA",http://www.homeadvisor.com/rated.AllAmericanTreeCare.51777946.html?m=facebookpages,4.9,9,32.5585302,-94.8053979,OPERATIONAL,"point_of_interest, establishment",,tree service,"Longview, TX",2025-08-19 22:03:07,"Longview, TX",1,9037466001,Longview,6
ChIJ_____285NoYRHx6YsQfMpZ0,Juan's Best Price Tree Services,(903) 720-1985,"Longview, TX 75604, USA",,2.8,6,32.5024869,-94.8007603,OPERATIONAL,"point_of_interest, establishment",,tree service,"Longview, TX",2025-08-19 22:03:07,"Longview, TX",1,9037201985,TX 75604,6
ChIJWd4_PLjuSQER3SK3LLNv2dk,SANCHEZ TREE SERVICES,(903) 931-2412,"774 Fire Tower Rd, Hallsville, TX 75650, USA",https://sancheztreeservicestx.com/,5.0,21,32.520424999999996,-94.5175294,OPERATIONAL,"point_of_interest, establishment",,tree removal,"Longview, TX",2025-08-19 22:03:09,"Longview, TX",1,9039312412,Hallsville,6
ChIJNZjinlI7NoYRTlliZKgSXLg,Andrews Stump Grinding!,(903) 240-9962,"2013 S Lake Harris Rd, White Oak, TX 75693, USA",,,0,32.505130699999995,-94.8366107,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Longview, TX",2025-08-19 22:03:12,"Longview, TX",1,9032409962,White Oak,4
ChIJGRe_4SMK-SAR0xzEHZpdQok,903 Stump Grinding & Tree Service,(903) 916-3660,"361 Primrose Rd, Gilmer, TX 75645, USA",http://903stumpgrindingtreeservice.com/,5.0,9,32.7279629,-94.9216043,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Longview, TX",2025-08-19 22:03:12,"Longview, TX",1,9039163660,Gilmer,6
ChIJ15-Y-mtwQisRBRYQG-LmlGg,I and N tree and lawn service,(903) 315-8951,"3658 Farm to Market Rd 1844, Gladewater, TX 75647, USA",http://iandntreeservices.com/,5.0,6,32.591051799999995,-94.86380539999999,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Longview, TX",2025-08-19 22:03:12,"Longview, TX",1,9033158951,Gladewater,6
ChIJhwfTuzrPN4YRhV3xS-lQQoY,Big D Yard & Tree LLC,(903) 806-8805,"3529 Co Rd 407, Henderson, TX 75654, USA",https://www.facebook.com/profile.php?id=100090712495554&mibextid=LQQJ4d,5.0,6,32.116219,-94.82190299999999,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Henderson, TX",2025-08-19 22:03:16,"Henderson, TX",1,9038068805,Henderson,6
ChIJB9Hf7DRHNoYRADWxRiH43DA,Sunshine Landscaping and Tree Service,(903) 806-2905,"11011 TX-322, Henderson, TX 75652, USA",https://www.sunshinelandscapingtx.com/homee,4.6,30,32.3047272,-94.7411613,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Henderson, TX",2025-08-19 22:03:16,"Henderson, TX",1,9038062905,Henderson,6
ChIJ__-7zcDJN4YRRP2ZSbO7vck,Matlock Stump,(903) 263-8503,"353 Co Rd 302D, Henderson, TX 75654, USA",https://www.matlockstumpremoval.com/contact,,0,32.1485233,-94.746612,OPERATIONAL,"point_of_interest, establishment",,tree service,"Henderson, TX",2025-08-19 22:03:16,"Henderson, TX",1,9032638503,Henderson,4
ChIJxRJj4tEyNoYRewqz4KEn_r4,Watson Tree Services Overton,(903) 399-4251,"9949 US-259, Overton, TX 75684, USA",,4.1,12,32.285667,-94.86837729999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Henderson, TX",2025-08-19 22:03:16,"Henderson, TX",1,9033994251,Overton,6
ChIJH0GVXI_vN4YRq2jk672bUEo,"CUTTING EDGE TREE SERVICE AND CLEANUP, LLC",(936) 615-3083,"1128 Co Rd 868, Cushing, TX 75760, USA",,5.0,11,31.720828599999997,-94.88485089999999,OPERATIONAL,"point_of_interest, establishment",,tree removal,"Henderson, TX",2025-08-19 22:03:18,"Henderson, TX",1,9366153083,Cushing,6
ChIJi-F6GenLSYYR-AIj8WI68nc,Rodriguez Tree Service,(903) 253-5293,"2315 Walton Rd, Tyler, TX 75701, USA",http://www.rodrigueztree-service.com/,4.9,323,32.319685199999995,-95.3273616,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9032535293,Tyler,6
ChIJ7Qq0V8vJSYYRLIfYkqAKX94,Triple J Tree Service,(903) 707-7112,"634 S Confederate Ave, Tyler, TX 75701, USA",http://www.triplejtreeservice.com/,4.9,55,32.3423066,-95.3144993,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9037077112,Tyler,6
ChIJA6X0QYafsQ8Roc7UiJwtJvE,Tree Brother Tree Service LLC,(903) 907-0452,"8220 Eleanor St, Tyler, TX 75708, USA",https://www.treebrothertreeservice.com/,5.0,53,32.3718882,-95.2504335,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9039070452,Tyler,6
ChIJ82zeHPHLSYYRV2bTpNnUNX4,David's Tree Service,(903) 705-7939,"1502 Graham Dr, Tyler, TX 75701, USA",https://tylertreeservicecompany.com/,4.6,82,32.3206351,-95.317354,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9037057939,Tyler,6
ChIJq6qqqmrGSYYRxUcUqtJoXUI,M. A. Garcia Tree Service Inc.,(903) 595-5009,"5274 Holtzclaw Dr, Tyler, TX 75706, USA",https://magarciatreeserviceinc.com/,4.3,31,32.380089,-95.2918303,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9035955009,Tyler,6
ChIJa8teoOHOSYYR2eYNhDXr1Pc,Garcia Tree Services,(903) 570-7486,"807 Earlene St, Tyler, TX 75708, USA",https://garciatreeservicetx.com/,4.5,21,32.3790712,-95.28585819999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9035707486,Tyler,6
ChIJW_HXvKTKSYYR0jPtPvG0OwA,Artmire's Urban Forestry & Tree Service,(903) 581-4766,"724 Bellwood Golf Club Rd, Tyler, TX 75709, USA",https://artmiresurbanforestry.com/?utm_source=Google+Profile&utm_medium=organic,4.6,90,32.3423222,-95.3592402,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9035814766,Tyler,6
ChIJa4fh5hjNSYYRFGINZJf9Byk,Bailey's Lawn and Tree Service,(903) 372-9919,"818 W 28th St, Tyler, TX 75702, USA",https://www.baileyslawnandtree.com/,5.0,12,32.3766112,-95.3100312,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9033729919,Tyler,6
ChIJ6eNZdifPSYYRh7LeE1UCkx0,Duran's Tree Service LLC,(903) 283-7396,"2326 Smuts Dr, Tyler, TX 75701, USA",http://beavertreeservice.co/,5.0,38,32.340137399999996,-95.27130079999999,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9032837396,Tyler,6
ChIJ3xxX5nXPSYYRfEeZ3PPmb9w,Baileys Lawn and Tree Sevice,(903) 372-9919,"818 W 28th St, Tyler, TX 75702, USA",https://bailey-traci.wixsite.com/baileys-lawn-and-tre,5.0,5,32.3766004,-95.31002579999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9033729919,Tyler,5
ChIJuTnMQQjMSYYRfgyc_71IvYE,Sunnybrook Tree Service,(903) 363-5451,"2534 Sunnybrook Dr, Tyler, TX 75701, USA",http://www.sunnybrooktrees.com/,4.7,35,32.322472,-95.308807,OPERATIONAL,"consultant, point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9033635451,Tyler,6
ChIJo8cGWsHH3ocRurhMtA_J7uk,Clear Cutters Tree Service,(903) 805-9619,"12096 FM2015, Tyler, TX 75708, USA",http://www.clearcutterstx.com/,5.0,106,32.441832,-95.23656570000001,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9038059619,Tyler,6
ChIJe009QEHFSYYR2nq8HdBvmZk,Duran tree Expert,(903) 944-1568,"784 Peaceful Acres W, Tyler, TX 75706, USA",http://www.durantreeexpert.com/,5.0,11,32.4302861,-95.28583379999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9039441568,Tyler,6
ChIJY7h6-_LJSYYRQ7ikj6PDB6M,Glenn's Tree Service LLC,(903) 597-2804,"6134 County Rd 1150, Tyler, TX 75704, USA",https://www.glennstreeservicellc.com/,4.8,40,32.3914669,-95.42903940000001,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9035972804,Tyler,6
ChIJA6wNQXLTSYYR_Nh7TX3AA7c,Whitehouse Gardens Tree Service,(903) 780-2108,"11631 Moser Ln, Whitehouse, TX 75791, USA",https://whitehousegardenstx.com/,5.0,53,32.2596245,-95.217558,OPERATIONAL,"point_of_interest, establishment",,tree service,"Tyler, TX",2025-08-19 22:03:25,"Tyler, TX",2,9037802108,Whitehouse,6
ChIJo3kvdBLeaGYRY23-PSZLXuo,Lester's Tree Service,(903) 978-0098,"147 Laura Ln, Bullard, TX 75757, USA",https://www.lesterstreeservices.com/,5.0,130,32.111577499999996,-95.4253408,OPERATIONAL,"general_contractor, point_of_interest, establishment",,arborist,"Tyler, TX",2025-08-19 22:03:28,"Tyler, TX",2,9039780098,Bullard,6
ChIJx9pSIdPVSYYREFwOdw-4DRw,East Texas Stump Grinding & Tree Service,(903) 705-8698,"8997 County Rd 2265, Tyler, TX 75707, USA",http://easttexasstumpgrindingandtreeservice.com/,4.8,17,32.335724,-95.100543,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Tyler, TX",2025-08-19 22:03:30,"Tyler, TX",2,9037058698,Tyler,6
ChIJH4Rk0WXJSYYROp5X7E0rg7I,Allcorn Stump Grinding,(903) 360-9794,"201 Willowbrook Ave, Tyler, TX 75702, USA",,,0,32.3497351,-95.3358435,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Tyler, TX",2025-08-19 22:03:30,"Tyler, TX",2,9033609794,Tyler,4
ChIJvblDYi33NoYR4v6VmyqQ9k8,Fason Tree,(903) 938-8646,"5800 Marks Hill Rd, Marshall, TX 75672, USA",http://fasontree.com/,5.0,10,32.4974989,-94.3171327,OPERATIONAL,"point_of_interest, establishment",,tree service,"Marshall, TX",2025-08-19 22:03:34,"Marshall, TX",2,9039388646,Marshall,6
ChIJ51x_pXr2NoYRsN1JlkkAmJc,Chuck's Tree Services & More,(903) 665-4659,"Marshall, TX 75671, USA",,5.0,1,32.5416032,-94.3663067,OPERATIONAL,"point_of_interest, establishment",,tree service,"Marshall, TX",2025-08-19 22:03:34,"Marshall, TX",2,9036654659,TX 75671,5
ChIJA1fR3iBZNoYRiOusugjOWXs,Yayo's Tree & Forestry Services,(903) 431-9752,"436 Pr 3824, Marshall, TX 75670, USA",,4.8,58,32.527310799999995,-94.454244,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Marshall, TX",2025-08-19 22:03:34,"Marshall, TX",2,9034319752,Marshall,6
ChIJGRtwGff2NoYR5v4mfAxIfnM,"Tree Top Logging, LLC",(903) 472-5534,"2615 E End Blvd S #230, Marshall, TX 75672, USA",,5.0,2,32.5210931,-94.3529375,OPERATIONAL,"point_of_interest, establishment",,tree service,"Marshall, TX",2025-08-19 22:03:34,"Marshall, TX",2,9034725534,Marshall,5
ChIJVc7zKBYzMYYRXkAnKtsUcVc,Tree Health Lady,(903) 407-0329,"1771 Harkins Ln, Marshall, TX 75672, USA",http://www.treehealthlady.com/,5.0,16,32.560893,-94.2241549,OPERATIONAL,"point_of_interest, establishment",,tree service,"Marshall, TX",2025-08-19 22:03:34,"Marshall, TX",2,9034070329,Marshall,6
ChIJG2G7beHXNYYRfnFsBuv5RLg,J-W Tree Service LLC.,(903) 736-1408,"327 Co Rd 2995, Hughes Springs, TX 75656, USA",https://jwtreeservice.jobbersites.com/,4.9,59,32.9906414,-94.5909154,OPERATIONAL,"point_of_interest, establishment",,tree removal,"Marshall, TX",2025-08-19 22:03:36,"Marshall, TX",2,9037361408,Hughes Springs,6
ChIJdQTJ4641MYYRd-62mZQ0z1c,"Rushing’s Tree Care, LLC",(318) 423-3663,"406 Lasalle St, Shreveport, LA 71107, USA",https://rushingstreecarellc.com/,4.9,61,32.5254349,-93.75622849999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3184233663,Shreveport,6
ChIJqVWE8bHCNoYRrPKjTyqNybU,All About Trees,(318) 415-0199,"226 W 63rd St, Shreveport, LA 71106, USA",https://allabouttreeslatx.com/,4.5,198,32.4499103,-93.7608307,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3184150199,Shreveport,6
ChIJ95seUG3NNoYRdNjwbpkzTsU,Robichaux's Tree Service & Removal,(318) 888-0103,"149 Thatcher St, Shreveport, LA 71107, USA",https://treeservicesshreveportla.com/,5.0,12,32.5215563,-93.75179759999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3188880103,Shreveport,6
ChIJlbbE8eY0MYYR1u0p9pzdKAs,"Miller Tree Service, Inc.",(318) 747-1568,"6640 St Vincent Ave, Shreveport, LA 71106, USA",https://millertreeservice.net/,4.2,53,32.4455301,-93.7590908,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3187471568,Shreveport,6
ChIJh9zLxLfNNoYRLE_y1f4lmOw,OpExcellence Tree and Stump Pros,(318) 333-6115,"4316 Emory St, Shreveport, LA 71109, USA",https://www.opexcellencetreeandstump.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,5.0,131,32.4698187,-93.8103239,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3183336115,Shreveport,6
ChIJq0rP2eO81K0REcNfLVNPyJE,Tree Removal Services,(318) 272-3467,"1129 Boulevard St Unit 3, Shreveport, LA 71104, USA",http://www.trsofla.com/,5.0,26,32.489770799999995,-93.75446269999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3182723467,Shreveport,6
ChIJSyD_sdHLNoYRLOqnyZyScl8,Moose's Tree Service,(318) 386-3880,"4630 US-71, Shreveport, LA 71107, USA",https://moosestreeservicellc.com/?utm_campaign=gmb,4.5,163,32.5850088,-93.8006412,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3183863880,Shreveport,6
ChIJa2uqKUvNNoYR-S7MibRyc0k,Affordable Tree Service,(318) 286-0624,"3101 Chestnut St, Shreveport, LA 71109, USA",,5.0,1,32.4961015,-93.7867072,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3182860624,Shreveport,5
ChIJn0btg_vHNoYRod7_Uzyd5QY,Atkins Tree Service,(318) 861-1507,"795 Fullerton St, Shreveport, LA 71107, USA",https://www.atkinstreeservice.com/,4.6,34,32.5256472,-93.77219000000001,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3188611507,Shreveport,6
ChIJAQAAAKcyMYYR9N1n-0q6agc,Figlio Tree Service LLC,(318) 218-7449,"252 Pomeroy Dr, Shreveport, LA 71115, USA",http://www.figliotreeservice.com/,4.3,11,32.4246529,-93.7053821,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3182187449,Shreveport,6
ChIJPYPNOJItPIARjlGZ4BbUDVU,S & J Stump Removal LLC,(318) 788-2404,"4125 Hampton Ln, Shreveport, LA 71107, USA",https://www.shreveportstumpgrinding.com/,5.0,74,32.520119199999996,-93.82395849999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3187882404,Shreveport,6
ChIJ6ULPeMPSNoYRn-L645KZhZY,All Pro Tree Services,(318) 861-0087,"6731 Linwood Ave, Shreveport, LA 71106, USA",http://www.allprotreesite.com/,4.2,16,32.4443982,-93.762598,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3188610087,Shreveport,6
ChIJqyhai6rTNoYRFaF4EGiJdH0,M.A.C's Tree Care,(318) 510-2350,"6002 Southern Ave, Shreveport, LA 71106, USA",https://www.facebook.com/112403400280190,5.0,2,32.4526462,-93.7547286,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3185102350,Shreveport,5
ChIJt5vwttneNoYREOkIBXoH74g,Moon Tree Services,(318) 347-6551,"9915 Wood Briar Rd, Shreveport, LA 71129, USA",,5.0,2,32.340255899999995,-93.998212,OPERATIONAL,"point_of_interest, establishment",,tree service,"Shreveport, LA",2025-08-19 22:03:43,"Shreveport, LA",2,3183476551,Shreveport,5
ChIJz_fZtUnTNoYR1fPyPutc4kI,Barron's Tree Service,(318) 686-6950,"9440 Paxton Rd, Shreveport, LA 71106, USA",,3.3,3,32.4121786,-93.7508292,OPERATIONAL,"point_of_interest, general_contractor, establishment",,arborist,"Shreveport, LA",2025-08-19 22:03:46,"Shreveport, LA",2,3186866950,Shreveport,5
ChIJm8pdd_nZNoYRRYnMqqhM-s4,"Bayou Stump Grinding, LLC",(318) 294-1682,"11349 Greenwood Springridge Rd, Shreveport, LA 71129, USA",,5.0,17,32.3313778,-93.94365409999999,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Shreveport, LA",2025-08-19 22:03:48,"Shreveport, LA",2,3182941682,Shreveport,6
ChIJ59a5ayjZNoYRWiplzLt4zKQ,A-1 Stump Grinding,(318) 347-3827,"11049 Providence Rd, Shreveport, LA 71129, USA",,4.6,8,32.3387136,-93.9796138,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Shreveport, LA",2025-08-19 22:03:48,"Shreveport, LA",2,3183473827,Shreveport,6
ChIJdfzSmC5GLoYR5dEAB8nnFvU,Kirkland Kutters Tree Service,(318) 732-0273,"100 Arkansas Ave, Monroe, LA 71201, USA",http://www.kirklandkutters.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2975237265356224157,4.7,170,32.5067573,-92.12168489999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3187320273,Monroe,6
ChIJ7XxtF4-5L4YRLTm9zfguiuM,Fuzzell Tree Service,(318) 594-1668,"3803 Deborah Dr, Monroe, LA 71201, USA",https://www.fuzzelltreeservice.com/,5.0,39,32.542097,-92.086799,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3185941668,Monroe,6
ChIJu8MASNxHLoYRTTVIq5UgabE,Holyfield Tree Services,(318) 547-5737,"1200 Finks Hideaway Rd, Monroe, LA 71203, USA",http://holyfieldtreeservice.com/,4.3,12,32.568383,-92.052306,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3185475737,Monroe,6
